Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions,Secretome,Cyst,Trophozoite
GL50803_0010125,GL50803_0010125_t1,Giardia Assemblage A isolate WB 2019,unspecified product,180.0,21001.0,,0.0,,0,0,1
GL50803_00101260,GL50803_00101260_t1,Giardia Assemblage A isolate WB 2019,unspecified product,587.0,66458.0,EF-hand domain pair,0.0,calcium ion binding,0,0,1
GL50803_00101278,GL50803_00101278_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1330.0,149775.0,,0.0,,0,0,1
GL50803_00101291,GL50803_00101291_t1,Giardia Assemblage A isolate WB 2019,Beta-tubulin 1,447.0,50050.0,"Tubulin/FtsZ, GTPase domain superfamily;Tubulin/FtsZ, C-terminal",0.0,GTP binding;GTPase activity;structural constituent of cytoskeleton,0,0,1
GL50803_00101307,GL50803_00101307_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",309.0,32500.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50803_00101309,GL50803_00101309_t1,Giardia Assemblage A isolate WB 2019,unspecified product,467.0,52060.0,,0.0,,0,0,1
GL50803_00101326,GL50803_00101326_t1,Giardia Assemblage A isolate WB 2019,unspecified product,320.0,35101.0,,0.0,,0,0,1
GL50803_00101330,GL50803_00101330_t1,Giardia Assemblage A isolate WB 2019,unspecified product,410.0,44684.0,,12.0,,0,0,1
GL50803_00101339,GL50803_00101339_t1,Giardia Assemblage A isolate WB 2019,FKBP-type peptidyl-prolyl cis-trans isomerase,215.0,23859.0,,0.0,peptidyl-prolyl cis-trans isomerase activity,0,0,1
GL50803_0010136,GL50803_0010136_t1,Giardia Assemblage A isolate WB 2019,unspecified product,336.0,37964.0,,0.0,,0,0,1
GL50803_0010137,GL50803_0010137_t1,Giardia Assemblage A isolate WB 2019,Kinesin-9,756.0,84106.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding;microtubule motor activity,0,0,1
GL50803_00101380,GL50803_00101380_t1,Giardia Assemblage A isolate WB 2019,VSP,635.0,65071.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_0010139,GL50803_0010139_t1,Giardia Assemblage A isolate WB 2019,unspecified product,439.0,50045.0,,0.0,,0,0,1
GL50803_00101397,GL50803_00101397_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,346.0,37336.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0010141,GL50803_0010141_t1,Giardia Assemblage A isolate WB 2019,MRG family protein,401.0,46262.0,,0.0,,0,0,1
GL50803_00101423,GL50803_00101423_t1,Giardia Assemblage A isolate WB 2019,unspecified product,248.0,25272.0,,0.0,,0,0,1
GL50803_0010145,GL50803_0010145_t1,Giardia Assemblage A isolate WB 2019,Tubulin specific chaperone D,1291.0,144478.0,Armadillo-type fold,0.0,GTPase activator activity;beta-tubulin binding,0,0,1
GL50803_00101450,GL50803_00101450_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,511.0,55814.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,protein binding,0,0,1
GL50803_00101451,GL50803_00101451_t1,Giardia Assemblage A isolate WB 2019,Transmembrane domain-containing protein,253.0,26442.0,,6.0,,0,0,1
GL50803_0010148,GL50803_0010148_t1,Giardia Assemblage A isolate WB 2019,Nucleoside-diphosphate-sugar epimerase,339.0,37397.0,NAD(P)-binding domain superfamily,1.0,catalytic activity,0,0,1
GL50803_00101496,GL50803_00101496_t1,Giardia Assemblage A isolate WB 2019,VSP,398.0,40935.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_00101501,GL50803_00101501_t1,Giardia Assemblage A isolate WB 2019,Seryl-tRNA synthetase,457.0,51756.0,"Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm",0.0,ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity,0,0,1
GL50803_00101534,GL50803_00101534_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",285.0,31414.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50803_00101589,GL50803_00101589_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,393.0,40120.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_00101594,GL50803_00101594_t1,Giardia Assemblage A isolate WB 2019,CCAAT-box-binding transcription factor,1059.0,119171.0,,0.0,,0,0,1
GL50803_0010161,GL50803_0010161_t1,Giardia Assemblage A isolate WB 2019,unspecified product,853.0,91922.0,WD40-repeat-containing domain superfamily;Quinoprotein alcohol dehydrogenase-like superfamily,0.0,protein binding,0,0,1
GL50803_0010162,GL50803_0010162_t1,Giardia Assemblage A isolate WB 2019,unspecified product,528.0,58244.0,Homeobox-like domain superfamily,0.0,,0,0,1
GL50803_0010167,GL50803_0010167_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1190.0,133026.0,,0.0,,1,0,1
GL50803_00101699,GL50803_00101699_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1062.0,117577.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_00101739,GL50803_00101739_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1180.0,133248.0,,0.0,,0,0,1
GL50803_00101765,GL50803_00101765_t1,Giardia Assemblage A isolate WB 2019,VSP,699.0,71908.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_00101768,GL50803_00101768_t1,Giardia Assemblage A isolate WB 2019,unspecified product,158.0,17800.0,,0.0,,0,0,1
GL50803_00101805,GL50803_00101805_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 1,742.0,80255.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_0010181,GL50803_0010181_t1,Giardia Assemblage A isolate WB 2019,unspecified product,758.0,85260.0,,0.0,,0,0,1
GL50803_00101810,GL50803_00101810_t1,Giardia Assemblage A isolate WB 2019,putative Phospholipid-transporting ATPase IIB,1432.0,159456.0,"HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, transmembrane domain superfamily",9.0,nucleotide binding,0,0,1
GL50803_0010182,GL50803_0010182_t1,Giardia Assemblage A isolate WB 2019,unspecified product,164.0,17531.0,,0.0,,0,0,1
GL50803_00101824,GL50803_00101824_t1,Giardia Assemblage A isolate WB 2019,unspecified product,863.0,95424.0,,0.0,,0,0,1
GL50803_00101832,GL50803_00101832_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,536.0,57048.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_00101850,GL50803_00101850_t1,Giardia Assemblage A isolate WB 2019,"Kinase, CMGC DYRK",404.0,46960.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50803_00101866,GL50803_00101866_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",809.0,87901.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50803_00101877,GL50803_00101877_t1,Giardia Assemblage A isolate WB 2019,unspecified product,599.0,66439.0,,0.0,,0,0,1
GL50803_0010190,GL50803_0010190_t1,Giardia Assemblage A isolate WB 2019,NLI interacting factor-like phosphatase,604.0,68774.0,BRCT domain superfamily;HAD-like superfamily,0.0,RNA polymerase II CTD heptapeptide repeat phosphatase activity,0,0,1
GL50803_00101904,GL50803_00101904_t1,Giardia Assemblage A isolate WB 2019,putative Serine/Threonine protein phosphatase,615.0,68642.0,Metallo-dependent phosphatase-like,0.0,calmodulin-dependent protein phosphatase activity;hydrolase activity,0,0,1
GL50803_00101906,GL50803_00101906_t1,Giardia Assemblage A isolate WB 2019,Vacuolar protein sorting 4a,454.0,49725.0,MIT domain superfamily;P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;ATP hydrolysis activity,0,0,1
GL50803_00101918,GL50803_00101918_t1,Giardia Assemblage A isolate WB 2019,unspecified product,319.0,36902.0,,0.0,,0,0,1
GL50803_00101919,GL50803_00101919_t1,Giardia Assemblage A isolate WB 2019,"5'-AMP-activated protein kinase, beta-1 subunit",245.0,27783.0,ASC domain superfamily;Immunoglobulin E-set,0.0,protein binding,0,0,1
GL50803_0010192,GL50803_0010192_t1,Giardia Assemblage A isolate WB 2019,unspecified product,150.0,17339.0,Translation Initiation factor eIF- 4e-like,0.0,,0,0,1
GL50803_0010193,GL50803_0010193_t1,Giardia Assemblage A isolate WB 2019,putative WD-repeat membrane protein,960.0,106396.0,"Quinoprotein amine dehydrogenase, beta chain-like",0.0,protein binding,0,0,1
GL50803_00101943,GL50803_00101943_t1,Giardia Assemblage A isolate WB 2019,putative GINS complex protein,201.0,22896.0,"GINS, helical bundle-like domain superfamily",0.0,,0,0,1
GL50803_00101948,GL50803_00101948_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2760.0,310411.0,,0.0,,0,0,1
GL50803_00101955,GL50803_00101955_t1,Giardia Assemblage A isolate WB 2019,unspecified product,764.0,85835.0,,7.0,,0,0,1
GL50803_0010196,GL50803_0010196_t1,Giardia Assemblage A isolate WB 2019,unspecified product,164.0,17527.0,,0.0,,0,0,1
GL50803_00101994,GL50803_00101994_t1,Giardia Assemblage A isolate WB 2019,unspecified product,816.0,90645.0,,0.0,,0,0,1
GL50803_00102022,GL50803_00102022_t1,Giardia Assemblage A isolate WB 2019,unspecified product,959.0,107209.0,,0.0,,0,0,1
GL50803_00102023,GL50803_00102023_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,837.0,91916.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_00102034,GL50803_00102034_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",978.0,108209.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50803_00102051,GL50803_00102051_t1,Giardia Assemblage A isolate WB 2019,Amino acid transporter family,651.0,72734.0,,9.0,,0,0,1
GL50803_00102056,GL50803_00102056_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2077.0,235253.0,,0.0,protein binding,0,0,1
GL50803_00102071,GL50803_00102071_t1,Giardia Assemblage A isolate WB 2019,unspecified product,970.0,109092.0,,0.0,,0,0,1
GL50803_00102101,GL50803_00102101_t1,Giardia Assemblage A isolate WB 2019,Kinesin-3,1026.0,114615.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding;microtubule motor activity,1,0,1
GL50803_00102108,GL50803_00102108_t1,Giardia Assemblage A isolate WB 2019,Clathrin heavy chain,1871.0,206954.0,"Armadillo-type fold;Clathrin heavy chain, N-terminal",0.0,clathrin light chain binding;protein binding;structural molecule activity,0,0,1
GL50803_00102110,GL50803_00102110_t1,Giardia Assemblage A isolate WB 2019,Chromosome segregation protein SMC,810.0,90140.0,,0.0,,0,0,1
GL50803_0010217,GL50803_0010217_t1,Giardia Assemblage A isolate WB 2019,Cathepsin B,303.0,33478.0,Papain-like cysteine peptidase superfamily,0.0,cysteine-type peptidase activity,1,0,1
GL50803_00102170,GL50803_00102170_t1,Giardia Assemblage A isolate WB 2019,unspecified product,252.0,28357.0,,0.0,,0,0,1
GL50803_00102178,GL50803_00102178_t1,Giardia Assemblage A isolate WB 2019,VSP,128.0,12793.0,,2.0,,0,0,1
GL50803_0010218,GL50803_0010218_t1,Giardia Assemblage A isolate WB 2019,unspecified product,198.0,22832.0,Papain-like cysteine peptidase superfamily,0.0,,0,0,1
GL50803_00102184,GL50803_00102184_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2541.0,286012.0,,0.0,,0,0,1
GL50803_0010219,GL50803_0010219_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1430.0,159167.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0010221,GL50803_0010221_t1,Giardia Assemblage A isolate WB 2019,unspecified product,334.0,37913.0,,2.0,,0,0,1
GL50803_00102248,GL50803_00102248_t1,Giardia Assemblage A isolate WB 2019,Coiled-coil protein,1022.0,115538.0,,0.0,,0,0,1
GL50803_00102263,GL50803_00102263_t1,Giardia Assemblage A isolate WB 2019,Kelch motif-containing protein,330.0,37066.0,Kelch-type beta propeller,0.0,protein binding,0,0,1
GL50803_0010229,GL50803_0010229_t1,Giardia Assemblage A isolate WB 2019,unspecified product,539.0,59392.0,WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_0010231,GL50803_0010231_t1,Giardia Assemblage A isolate WB 2019,TCP-1 chaperonin subunit zeta protein,559.0,60941.0,GroEL-like equatorial domain superfamily;GroEL-like apical domain superfamily;TCP-1-like chaperonin intermediate domain superfamily,0.0,ATP binding;ATP hydrolysis activity;unfolded protein binding,0,0,1
GL50803_0010232,GL50803_0010232_t1,Giardia Assemblage A isolate WB 2019,unspecified product,669.0,73121.0,,0.0,,0,0,1
GL50803_00102322,GL50803_00102322_t1,Giardia Assemblage A isolate WB 2019,putative Glycosyltransferase,901.0,99676.0,Nucleotide-diphospho-sugar transferases,4.0,,0,0,1
GL50803_0010238,GL50803_0010238_t1,Giardia Assemblage A isolate WB 2019,Glycosaminoglycan polysaccharide lyase,1024.0,113229.0,Chondroitin AC/alginate lyase;Galactose mutarotase-like domain superfamily,1.0,carbohydrate binding;catalytic activity;lyase activity,1,0,1
GL50803_0010239,GL50803_0010239_t1,Giardia Assemblage A isolate WB 2019,unspecified product,365.0,38922.0,,1.0,,0,0,1
GL50803_0010241,GL50803_0010241_t1,Giardia Assemblage A isolate WB 2019,unspecified product,292.0,33392.0,,0.0,,0,0,1
GL50803_00102438,GL50803_00102438_t1,Giardia Assemblage A isolate WB 2019,Plasma membrane calcium-transporting ATPase 2,782.0,85317.0,"HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, transmembrane domain superfamily",10.0,,0,0,1
GL50803_00102444,GL50803_00102444_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,221.0,23927.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_00102455,GL50803_00102455_t1,Giardia Assemblage A isolate WB 2019,Kinesin-6,1194.0,130369.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding,0,0,1
GL50803_00102461,GL50803_00102461_t1,Giardia Assemblage A isolate WB 2019,putative Spindle pole protein,2264.0,253204.0,,0.0,,0,0,1
GL50803_00102515,GL50803_00102515_t1,Giardia Assemblage A isolate WB 2019,putative RNA-directed RNA polymerase,2001.0,224612.0,,0.0,RNA binding;RNA-directed 5'-3' RNA polymerase activity,0,0,1
GL50803_0010254,GL50803_0010254_t1,Giardia Assemblage A isolate WB 2019,Dynein intermediate chain,804.0,88348.0,WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_00102542,GL50803_00102542_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",805.0,87682.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity;protein tyrosine kinase activity,0,0,1
GL50803_0010255,GL50803_0010255_t1,Giardia Assemblage A isolate WB 2019,putative Translation initiation factor eIF-4A,391.0,43273.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;RNA helicase activity;hydrolase activity;nucleic acid binding;translation initiation factor activity,0,0,1
GL50803_0010256,GL50803_0010256_t1,Giardia Assemblage A isolate WB 2019,unspecified product,198.0,22779.0,,0.0,,0,0,1
GL50803_00102575,GL50803_00102575_t1,Giardia Assemblage A isolate WB 2019,unspecified product,503.0,55397.0,"Bactericidal permeability-increasing protein, alpha/beta domain superfamily",0.0,lipid binding,0,0,1
GL50803_0010260,GL50803_0010260_t1,Giardia Assemblage A isolate WB 2019,unspecified product,745.0,83192.0,,0.0,,0,0,1
GL50803_0010261,GL50803_0010261_t1,Giardia Assemblage A isolate WB 2019,MIZ/SP-RING zinc finger domain-containing protein,515.0,57865.0,,0.0,zinc ion binding,0,0,1
GL50803_00102647,GL50803_00102647_t1,Giardia Assemblage A isolate WB 2019,Sodium/hydrogen exchanger 3,860.0,95040.0,,11.0,sodium:proton antiporter activity;solute:proton antiporter activity,0,0,1
GL50803_00102654,GL50803_00102654_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2729.0,299912.0,,0.0,,0,0,1
GL50803_00102662,GL50803_00102662_t1,Giardia Assemblage A isolate WB 2019,VSP,521.0,53647.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50803_00102688,GL50803_00102688_t1,Giardia Assemblage A isolate WB 2019,unspecified product,339.0,37961.0,,0.0,,0,0,1
GL50803_0010269,GL50803_0010269_t1,Giardia Assemblage A isolate WB 2019,unspecified product,206.0,23196.0,,0.0,,0,0,1
GL50803_0010270,GL50803_0010270_t1,Giardia Assemblage A isolate WB 2019,unspecified product,398.0,42975.0,"K Homology domain, type 1 superfamily",0.0,RNA binding,0,0,1
GL50803_00102710,GL50803_00102710_t1,Giardia Assemblage A isolate WB 2019,Ubiquitin carboxyl-terminal hydrolase 14,813.0,91751.0,UBA-like superfamily;Papain-like cysteine peptidase superfamily,0.0,protein binding;thiol-dependent deubiquitinase;zinc ion binding,0,0,1
GL50803_00102722,GL50803_00102722_t1,Giardia Assemblage A isolate WB 2019,Ribosome biogenesis protein BMS1,1293.0,145866.0,P-loop containing nucleoside triphosphate hydrolase,0.0,,0,0,1
GL50803_00102728,GL50803_00102728_t1,Giardia Assemblage A isolate WB 2019,unspecified product,621.0,68103.0,,0.0,,0,0,1
GL50803_00102813,GL50803_00102813_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,343.0,36989.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_00102858,GL50803_00102858_t1,Giardia Assemblage A isolate WB 2019,DNA helicase,1108.0,122454.0,P-loop containing nucleoside triphosphate hydrolase,0.0,helicase activity,0,0,1
GL50803_00102874,GL50803_00102874_t1,Giardia Assemblage A isolate WB 2019,unspecified product,615.0,67813.0,,0.0,,0,0,1
GL50803_00102890,GL50803_00102890_t1,Giardia Assemblage A isolate WB 2019,putative WD-repeat family protein,363.0,40035.0,WD40-repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50803_00102893,GL50803_00102893_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1252.0,138510.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,protein binding,0,0,1
GL50803_0010291,GL50803_0010291_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1139.0,128565.0,,0.0,,0,0,1
GL50803_00102921,GL50803_00102921_t1,Giardia Assemblage A isolate WB 2019,"Transporter, MFS superfamily protein",620.0,69418.0,MFS transporter superfamily,11.0,,0,0,1
GL50803_00102961,GL50803_00102961_t1,Giardia Assemblage A isolate WB 2019,ENC6 protein,668.0,72976.0,Alpha/Beta hydrolase fold,0.0,,0,0,1
GL50803_00102963,GL50803_00102963_t1,Giardia Assemblage A isolate WB 2019,tRNA 2-methylthioadenosine synthase,525.0,58322.0,,0.0,"4 iron, 4 sulfur cluster binding;catalytic activity;iron-sulfur cluster binding;methylthiotransferase activity",0,1,0
GL50803_0010297,GL50803_0010297_t1,Giardia Assemblage A isolate WB 2019,putative U3 small nucleolar RNA interacting protein,449.0,49984.0,Quinoprotein alcohol dehydrogenase-like superfamily,0.0,U3 snoRNA binding;protein binding,0,0,1
GL50803_00102978,GL50803_00102978_t1,Giardia Assemblage A isolate WB 2019,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase,192.0,20819.0,,1.0,hexosyltransferase activity,0,0,1
GL50803_0010299,GL50803_0010299_t1,Giardia Assemblage A isolate WB 2019,unspecified product,217.0,24566.0,,0.0,,0,0,1
GL50803_0010303,GL50803_0010303_t1,Giardia Assemblage A isolate WB 2019,unspecified product,399.0,44428.0,,0.0,,0,0,1
GL50803_00103058,GL50803_00103058_t1,Giardia Assemblage A isolate WB 2019,putative Methyltransferase,416.0,45866.0,S-adenosyl-L-methionine-dependent methyltransferase,0.0,mRNA (nucleoside-2'-O-)-methyltransferase activity;methyltransferase activity,0,0,1
GL50803_00103059,GL50803_00103059_t1,Giardia Assemblage A isolate WB 2019,Dynein heavy chain,2406.0,274109.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding,0,0,1
GL50803_00103074,GL50803_00103074_t1,Giardia Assemblage A isolate WB 2019,Inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase,2183.0,245398.0,Histidine phosphatase superfamily,0.0,inositol heptakisphosphate kinase activity,0,0,1
GL50803_00103082,GL50803_00103082_t1,Giardia Assemblage A isolate WB 2019,unspecified product,993.0,107295.0,,0.0,,0,0,1
